TIPO_VIA;NOMBRE_VIA;NUMERO;RESTO;texto;entidades
CALLE;DE LUCAS MALLADA;n20;8-CTRO;CALLE DE LUCAS MALLADA n20 8-CTRO;('CALLE DE LUCAS MALLADA n20 8-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 33, 'RESTO')]})
CALLE;DE LAS MAREAS;n3;2ºIZDA;CALLE DE LAS MAREAS n3 2ºIZDA;('CALLE DE LAS MAREAS n3 2ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 29, 'RESTO')]})
TRAVESÍA;DE TORDEGRILLOS;nº31,;1 C;TRAVESÍA DE TORDEGRILLOS nº31, 1 C;('TRAVESÍA DE TORDEGRILLOS nº31, 1 C', {'entities': [(0, 8, 'TIPO_VIA'), (9, 24, 'NOMBRE_VIA'), (25, 30, 'NUMERO'), (31, 34, 'RESTO')]})
TRAVESÍA;DE LA RIOJA;n36,;4*IZDA;TRAVESÍA DE LA RIOJA n36, 4*IZDA;('TRAVESÍA DE LA RIOJA n36, 4*IZDA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CAMINO;DE LOS TALLERES;n33,;7 IZDA;CAMINO DE LOS TALLERES n33, 7 IZDA;('CAMINO DE LOS TALLERES n33, 7 IZDA', {'entities': [(0, 6, 'TIPO_VIA'), (7, 22, 'NOMBRE_VIA'), (23, 27, 'NUMERO'), (28, 34, 'RESTO')]})
CALLE;DE FEDERICO NUÑEZ;n3;5*B;CALLE DE FEDERICO NUÑEZ n3 5*B;('CALLE DE FEDERICO NUÑEZ n3 5*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE O'DONNELL;n1;3*CTRO;CALLE DE O'DONNELL n1 3*CTRO;"(""CALLE DE O'DONNELL n1 3*CTRO"", {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 28, 'RESTO')]})"
CALLE;DE MORATA DE TAJUÑA;n*41;9ºD;CALLE DE MORATA DE TAJUÑA n*41 9ºD;('CALLE DE MORATA DE TAJUÑA n*41 9ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 30, 'NUMERO'), (31, 34, 'RESTO')]})
TRAVESÍA;DE CESAR GONZALEZ RUANO;n*9,;7ºB;TRAVESÍA DE CESAR GONZALEZ RUANO n*9, 7ºB;('TRAVESÍA DE CESAR GONZALEZ RUANO n*9, 7ºB', {'entities': [(0, 8, 'TIPO_VIA'), (9, 32, 'NOMBRE_VIA'), (33, 37, 'NUMERO'), (38, 41, 'RESTO')]})
PLAZA;DE VERIN;n*12;2 D;PLAZA DE VERIN n*12 2 D;('PLAZA DE VERIN n*12 2 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 19, 'NUMERO'), (20, 23, 'RESTO')]})
CALLE;DE NERINE;n38,;8ºD;CALLE DE NERINE n38, 8ºD;('CALLE DE NERINE n38, 8ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DE HISTORIAS DE LA RADIO;nr20;8ºC;CALLE DE HISTORIAS DE LA RADIO nr20 8ºC;('CALLE DE HISTORIAS DE LA RADIO nr20 8ºC', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 39, 'RESTO')]})
GLORIETA;DEL RIO URUBAMBA;nº8;9B;GLORIETA DEL RIO URUBAMBA nº8 9B;('GLORIETA DEL RIO URUBAMBA nº8 9B', {'entities': [(0, 8, 'TIPO_VIA'), (9, 25, 'NOMBRE_VIA'), (26, 29, 'NUMERO'), (30, 32, 'RESTO')]})
CALLE;DE FENELON;n*32;3*B;CALLE DE FENELON n*32 3*B;('CALLE DE FENELON n*32 3*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL MONTE DE MONTJUICH;n50;2 IZDA;CALLE DEL MONTE DE MONTJUICH n50 2 IZDA;('CALLE DEL MONTE DE MONTJUICH n50 2 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DE LARRA;37;2*CTRO;CALLE DE LARRA 37 2*CTRO;('CALLE DE LARRA 37 2*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 14, 'NOMBRE_VIA'), (15, 17, 'NUMERO'), (18, 24, 'RESTO')]})
CALLE;DE ROSALIA DE CASTRO;n*31,;7*CTRO;CALLE DE ROSALIA DE CASTRO n*31, 7*CTRO;('CALLE DE ROSALIA DE CASTRO n*31, 7*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CALLE;DE GEMINIS;n18;8-D;CALLE DE GEMINIS n18 8-D;('CALLE DE GEMINIS n18 8-D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DE SAN MIGUEL DEL CAMINO;n*17;9CTRO;CALLE DE SAN MIGUEL DEL CAMINO n*17 9CTRO;('CALLE DE SAN MIGUEL DEL CAMINO n*17 9CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 41, 'RESTO')]})
CALLE;DE LA ERMITA DE LA SOLEDAD;nº7;10ºD;CALLE DE LA ERMITA DE LA SOLEDAD nº7 10ºD;('CALLE DE LA ERMITA DE LA SOLEDAD nº7 10ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 36, 'NUMERO'), (37, 41, 'RESTO')]})
PASEO;DEL EMBARCADERO;nr25;2*DCHA;PASEO DEL EMBARCADERO nr25 2*DCHA;('PASEO DEL EMBARCADERO nr25 2*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 33, 'RESTO')]})
GLORIETA;DE LUIS ROSALES;n19,;6*DCHA;GLORIETA DE LUIS ROSALES n19, 6*DCHA;('GLORIETA DE LUIS ROSALES n19, 6*DCHA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CALLE;DE CONCEPCION ARENAL;nº44;4ºA;CALLE DE CONCEPCION ARENAL nº44 4ºA;('CALLE DE CONCEPCION ARENAL nº44 4ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DE LAS CINCO LAGUNAS;n7;1IZDA;CALLE DE LAS CINCO LAGUNAS n7 1IZDA;('CALLE DE LAS CINCO LAGUNAS n7 1IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 29, 'NUMERO'), (30, 35, 'RESTO')]})
PLAZA;DE MARUJA;n4;7CTRO;PLAZA DE MARUJA n4 7CTRO;('PLAZA DE MARUJA n4 7CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 18, 'NUMERO'), (19, 24, 'RESTO')]})
CALLE;DE MONDRAGON;nr26;2IZDA;CALLE DE MONDRAGON nr26 2IZDA;('CALLE DE MONDRAGON nr26 2IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 29, 'RESTO')]})
CALLE;DE FEDERICO GARCIA SANCHIZ;n25,;7*CTRO;CALLE DE FEDERICO GARCIA SANCHIZ n25, 7*CTRO;('CALLE DE FEDERICO GARCIA SANCHIZ n25, 7*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 37, 'NUMERO'), (38, 44, 'RESTO')]})
CALLE;DEL CRISTO DE LA GUIA;nº41;4*CTRO;CALLE DEL CRISTO DE LA GUIA nº41 4*CTRO;('CALLE DEL CRISTO DE LA GUIA nº41 4*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 32, 'NUMERO'), (33, 39, 'RESTO')]})
CAMINO;DE LA NAVA;n*49;4A;CAMINO DE LA NAVA n*49 4A;('CAMINO DE LA NAVA n*49 4A', {'entities': [(0, 6, 'TIPO_VIA'), (7, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 25, 'RESTO')]})
CALLE;DE BLANCA DE NAVARRA;n*1;3-CTRO;CALLE DE BLANCA DE NAVARRA n*1 3-CTRO;('CALLE DE BLANCA DE NAVARRA n*1 3-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 37, 'RESTO')]})
CALLE;DE GOMEZ CANO;31;2-B;CALLE DE GOMEZ CANO 31 2-B;('CALLE DE GOMEZ CANO 31 2-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DE LA FUENTE DE SAN PEDRO;n1,;1*C;CALLE DE LA FUENTE DE SAN PEDRO n1, 1*C;('CALLE DE LA FUENTE DE SAN PEDRO n1, 1*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 31, 'NOMBRE_VIA'), (32, 35, 'NUMERO'), (36, 39, 'RESTO')]})
AVENIDA;DE SENECA;17,;5-B;AVENIDA DE SENECA 17, 5-B;('AVENIDA DE SENECA 17, 5-B', {'entities': [(0, 7, 'TIPO_VIA'), (8, 17, 'NOMBRE_VIA'), (18, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DE SAN FACUNDO;n*1;4ºD;CALLE DE SAN FACUNDO n*1 4ºD;('CALLE DE SAN FACUNDO n*1 4ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 24, 'NUMERO'), (25, 28, 'RESTO')]})
RONDA;DE LA AVUTARDA;n*38;1CTRO;RONDA DE LA AVUTARDA n*38 1CTRO;('RONDA DE LA AVUTARDA n*38 1CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 31, 'RESTO')]})
CALLE;DEL MAR DE ARAL;11;2-C;CALLE DEL MAR DE ARAL 11 2-C;('CALLE DEL MAR DE ARAL 11 2-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE LA FOTOGRAFIA;n33;3 D;CALLE DE LA FOTOGRAFIA n33 3 D;('CALLE DE LA FOTOGRAFIA n33 3 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE ANOETA;nº31,;3 A;CALLE DE ANOETA nº31, 3 A;('CALLE DE ANOETA nº31, 3 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 21, 'NUMERO'), (22, 25, 'RESTO')]})
CALLE;DEL TRANVIA BLANCO;n*41,;4-C;CALLE DEL TRANVIA BLANCO n*41, 4-C;('CALLE DEL TRANVIA BLANCO n*41, 4-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 30, 'NUMERO'), (31, 34, 'RESTO')]})
CALLE;DEL PEÑALBA;n*26,;2*B;CALLE DEL PEÑALBA n*26, 2*B;('CALLE DEL PEÑALBA n*26, 2*B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 23, 'NUMERO'), (24, 27, 'RESTO')]})
CALLE;DE BENARRABA;n3;7 IZDA;CALLE DE BENARRABA n3 7 IZDA;('CALLE DE BENARRABA n3 7 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 21, 'NUMERO'), (22, 28, 'RESTO')]})
CALLE;DE LA PIROTECNIA;nº29,;6-A;CALLE DE LA PIROTECNIA nº29, 6-A;('CALLE DE LA PIROTECNIA nº29, 6-A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 22, 'NOMBRE_VIA'), (23, 28, 'NUMERO'), (29, 32, 'RESTO')]})
PLAZUELA;DE MARISA BRAVO;n23;7DCHA;PLAZUELA DE MARISA BRAVO n23 7DCHA;('PLAZUELA DE MARISA BRAVO n23 7DCHA', {'entities': [(0, 8, 'TIPO_VIA'), (9, 24, 'NOMBRE_VIA'), (25, 28, 'NUMERO'), (29, 34, 'RESTO')]})
CALLE;DE FRANCISCO IGLESIAS;n42;2-B;CALLE DE FRANCISCO IGLESIAS n42 2-B;('CALLE DE FRANCISCO IGLESIAS n42 2-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DE TANTALIS;nº31;6-IZDA;CALLE DE TANTALIS nº31 6-IZDA;('CALLE DE TANTALIS nº31 6-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DE MAURICIO RAVEL;nº26,;1*DCHA;CALLE DE MAURICIO RAVEL nº26, 1*DCHA;('CALLE DE MAURICIO RAVEL nº26, 1*DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CAMINO;DEL VALLE DEL AGUILA;nº9;2ºC;CAMINO DEL VALLE DEL AGUILA nº9 2ºC;('CAMINO DEL VALLE DEL AGUILA nº9 2ºC', {'entities': [(0, 6, 'TIPO_VIA'), (7, 27, 'NOMBRE_VIA'), (28, 31, 'NUMERO'), (32, 35, 'RESTO')]})
CALLE;DE LUZ CASANOVA;n2;5*C;CALLE DE LUZ CASANOVA n2 5*C;('CALLE DE LUZ CASANOVA n2 5*C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE COLLADO MEDIANO;nº14;4*CTRO;CALLE DE COLLADO MEDIANO nº14 4*CTRO;('CALLE DE COLLADO MEDIANO nº14 4*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CALLE;DEL DISCOBOLO;n*10,;9 CTRO;CALLE DEL DISCOBOLO n*10, 9 CTRO;('CALLE DEL DISCOBOLO n*10, 9 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DE ENRIQUE JARDIEL PONCELA;n*10,;5D;CALLE DE ENRIQUE JARDIEL PONCELA n*10, 5D;('CALLE DE ENRIQUE JARDIEL PONCELA n*10, 5D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 32, 'NOMBRE_VIA'), (33, 38, 'NUMERO'), (39, 41, 'RESTO')]})
CALLE;DE LA SIERRA DE CADI;nr24;1CTRO;CALLE DE LA SIERRA DE CADI nr24 1CTRO;('CALLE DE LA SIERRA DE CADI nr24 1CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 37, 'RESTO')]})
CALLE;DE BENICARLO;n39;9 A;CALLE DE BENICARLO n39 9 A;('CALLE DE BENICARLO n39 9 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DE ALFONSO XI;36;1 D;CALLE DE ALFONSO XI 36 1 D;('CALLE DE ALFONSO XI 36 1 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DE VENTURA DIAZ BERNARDO;nr49;7*CTRO;CALLE DE VENTURA DIAZ BERNARDO nr49 7*CTRO;('CALLE DE VENTURA DIAZ BERNARDO nr49 7*CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 42, 'RESTO')]})
GLORIETA;DE RUIZ JIMENEZ;20;2-C;GLORIETA DE RUIZ JIMENEZ 20 2-C;('GLORIETA DE RUIZ JIMENEZ 20 2-C', {'entities': [(0, 8, 'TIPO_VIA'), (9, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 31, 'RESTO')]})
CALLE;DE CIUDAD REAL;nr21;6ºIZDA;CALLE DE CIUDAD REAL nr21 6ºIZDA;('CALLE DE CIUDAD REAL nr21 6ºIZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 32, 'RESTO')]})
CALLE;DE LOS PINTORES;n*14;3-IZDA;CALLE DE LOS PINTORES n*14 3-IZDA;('CALLE DE LOS PINTORES n*14 3-IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 33, 'RESTO')]})
CALLE;DE LAS CABEZUELAS;n48;5 CTRO;CALLE DE LAS CABEZUELAS n48 5 CTRO;('CALLE DE LAS CABEZUELAS n48 5 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 27, 'NUMERO'), (28, 34, 'RESTO')]})
PLAZA;DE MANUEL DE LA QUINTANA;n*1,;1A;PLAZA DE MANUEL DE LA QUINTANA n*1, 1A;('PLAZA DE MANUEL DE LA QUINTANA n*1, 1A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 30, 'NOMBRE_VIA'), (31, 35, 'NUMERO'), (36, 38, 'RESTO')]})
CALLE;DE SAN LORENZO;n*24;1ºA;CALLE DE SAN LORENZO n*24 1ºA;('CALLE DE SAN LORENZO n*24 1ºA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 29, 'RESTO')]})
CALLE;DE AVELINO MONTERO RIOS;nr6,;8-CTRO;CALLE DE AVELINO MONTERO RIOS nr6, 8-CTRO;('CALLE DE AVELINO MONTERO RIOS nr6, 8-CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 29, 'NOMBRE_VIA'), (30, 34, 'NUMERO'), (35, 41, 'RESTO')]})
CALLE;DEL CHARLEROI;nr9;4 IZDA;CALLE DEL CHARLEROI nr9 4 IZDA;('CALLE DEL CHARLEROI nr9 4 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 30, 'RESTO')]})
PLAZA;DE MONTERREY;nr50;9-DCHA;PLAZA DE MONTERREY nr50 9-DCHA;('PLAZA DE MONTERREY nr50 9-DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 18, 'NOMBRE_VIA'), (19, 23, 'NUMERO'), (24, 30, 'RESTO')]})
CALLE;DE LOS MARTIRES DE PARACUELLOS;n10;4 D;CALLE DE LOS MARTIRES DE PARACUELLOS n10 4 D;('CALLE DE LOS MARTIRES DE PARACUELLOS n10 4 D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 36, 'NOMBRE_VIA'), (37, 40, 'NUMERO'), (41, 44, 'RESTO')]})
CALLE;DE HIPOLITO ARAGONES;nº49;4B;CALLE DE HIPOLITO ARAGONES nº49 4B;('CALLE DE HIPOLITO ARAGONES nº49 4B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 31, 'NUMERO'), (32, 34, 'RESTO')]})
CALLE;DE LOS VOLUNTARIOS CATALANES;nr32;3*A;CALLE DE LOS VOLUNTARIOS CATALANES nr32 3*A;('CALLE DE LOS VOLUNTARIOS CATALANES nr32 3*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 34, 'NOMBRE_VIA'), (35, 39, 'NUMERO'), (40, 43, 'RESTO')]})
CALLE;DE ALZOLA;nº42;5ºB;CALLE DE ALZOLA nº42 5ºB;('CALLE DE ALZOLA nº42 5ºB', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 24, 'RESTO')]})
PLAZA;DE JOSE MORENO VILLA;nr4;4C;PLAZA DE JOSE MORENO VILLA nr4 4C;('PLAZA DE JOSE MORENO VILLA nr4 4C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 26, 'NOMBRE_VIA'), (27, 30, 'NUMERO'), (31, 33, 'RESTO')]})
TRAVESÍA;DEL GUABAIRO;n*43;6-CTRO;TRAVESÍA DEL GUABAIRO n*43 6-CTRO;('TRAVESÍA DEL GUABAIRO n*43 6-CTRO', {'entities': [(0, 8, 'TIPO_VIA'), (9, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 33, 'RESTO')]})
CALLE;DE VILLAR DEL POZO;34;2C;CALLE DE VILLAR DEL POZO 34 2C;('CALLE DE VILLAR DEL POZO 34 2C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 27, 'NUMERO'), (28, 30, 'RESTO')]})
CARRETERA;DE TORRELODONES A EL PARDO POR NAVACHESCAS;n*1;5-CTRO;CARRETERA DE TORRELODONES A EL PARDO POR NAVACHESCAS n*1 5-CTRO;('CARRETERA DE TORRELODONES A EL PARDO POR NAVACHESCAS n*1 5-CTRO', {'entities': [(0, 9, 'TIPO_VIA'), (10, 52, 'NOMBRE_VIA'), (53, 56, 'NUMERO'), (57, 63, 'RESTO')]})
CALLE;DE BELLATERRA;n17;6D;CALLE DE BELLATERRA n17 6D;('CALLE DE BELLATERRA n17 6D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 26, 'RESTO')]})
CALLE;DE LA ALMUDENA;nº33;2D;CALLE DE LA ALMUDENA nº33 2D;('CALLE DE LA ALMUDENA nº33 2D', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 28, 'RESTO')]})
CALLE;DE HOBBES;n*7,;3ºD;CALLE DE HOBBES n*7, 3ºD;('CALLE DE HOBBES n*7, 3ºD', {'entities': [(0, 5, 'TIPO_VIA'), (6, 15, 'NOMBRE_VIA'), (16, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DE LOS GRANADEROS;nº41;2DCHA;CALLE DE LOS GRANADEROS nº41 2DCHA;('CALLE DE LOS GRANADEROS nº41 2DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 23, 'NOMBRE_VIA'), (24, 28, 'NUMERO'), (29, 34, 'RESTO')]})
CALLE;DE FUEMBELLIDA;n36,;8 CTRO;CALLE DE FUEMBELLIDA n36, 8 CTRO;('CALLE DE FUEMBELLIDA n36, 8 CTRO', {'entities': [(0, 5, 'TIPO_VIA'), (6, 20, 'NOMBRE_VIA'), (21, 25, 'NUMERO'), (26, 32, 'RESTO')]})
PLAZA;DEL GRANADO;nr37;9*A;PLAZA DEL GRANADO nr37 9*A;('PLAZA DEL GRANADO nr37 9*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 26, 'RESTO')]})
CALLE;DE GARCIA GUTIERREZ;n27;3*IZDA;CALLE DE GARCIA GUTIERREZ n27 3*IZDA;('CALLE DE GARCIA GUTIERREZ n27 3*IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 29, 'NUMERO'), (30, 36, 'RESTO')]})
CALLE;DE MARINA USERA;nº32;9-B;CALLE DE MARINA USERA nº32 9-B;('CALLE DE MARINA USERA nº32 9-B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 21, 'NOMBRE_VIA'), (22, 26, 'NUMERO'), (27, 30, 'RESTO')]})
CALLE;DE LAS DESTILERIAS;nº12;8B;CALLE DE LAS DESTILERIAS nº12 8B;('CALLE DE LAS DESTILERIAS nº12 8B', {'entities': [(0, 5, 'TIPO_VIA'), (6, 24, 'NOMBRE_VIA'), (25, 29, 'NUMERO'), (30, 32, 'RESTO')]})
CALLE;DE VAINILLA;n*21;5 IZDA;CALLE DE VAINILLA n*21 5 IZDA;('CALLE DE VAINILLA n*21 5 IZDA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 17, 'NOMBRE_VIA'), (18, 22, 'NUMERO'), (23, 29, 'RESTO')]})
CALLE;DEL BOTIJO;nr4;1-C;CALLE DEL BOTIJO nr4 1-C;('CALLE DEL BOTIJO nr4 1-C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 20, 'NUMERO'), (21, 24, 'RESTO')]})
CALLE;DE LOS APAREJADORES;16,;6DCHA;CALLE DE LOS APAREJADORES 16, 6DCHA;('CALLE DE LOS APAREJADORES 16, 6DCHA', {'entities': [(0, 5, 'TIPO_VIA'), (6, 25, 'NOMBRE_VIA'), (26, 29, 'NUMERO'), (30, 35, 'RESTO')]})
CALLE;DE HERMENEGILDO BIELSA;nr8;3 A;CALLE DE HERMENEGILDO BIELSA nr8 3 A;('CALLE DE HERMENEGILDO BIELSA nr8 3 A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 28, 'NOMBRE_VIA'), (29, 32, 'NUMERO'), (33, 36, 'RESTO')]})
CALLE;DEL CARARE;nr10;6*A;CALLE DEL CARARE nr10 6*A;('CALLE DEL CARARE nr10 6*A', {'entities': [(0, 5, 'TIPO_VIA'), (6, 16, 'NOMBRE_VIA'), (17, 21, 'NUMERO'), (22, 25, 'RESTO')]})
AVENIDA;DE LA PRINCESA JUANA DE AUSTRIA;nº45;10C;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA nº45 10C;('AVENIDA DE LA PRINCESA JUANA DE AUSTRIA nº45 10C', {'entities': [(0, 7, 'TIPO_VIA'), (8, 39, 'NOMBRE_VIA'), (40, 44, 'NUMERO'), (45, 48, 'RESTO')]})
GLORIETA;DE EDIMBURGO;n8;8-A;GLORIETA DE EDIMBURGO n8 8-A;('GLORIETA DE EDIMBURGO n8 8-A', {'entities': [(0, 8, 'TIPO_VIA'), (9, 21, 'NOMBRE_VIA'), (22, 24, 'NUMERO'), (25, 28, 'RESTO')]})
CALLE;DE LOS CEDROS;nr3;5 C;CALLE DE LOS CEDROS nr3 5 C;('CALLE DE LOS CEDROS nr3 5 C', {'entities': [(0, 5, 'TIPO_VIA'), (6, 19, 'NOMBRE_VIA'), (20, 23, 'NUMERO'), (24, 27, 'RESTO')]})
